job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256
079_coauthor_odd_count_kna_t14,79,13,odd_count,,14,2,65,30,1905,468446140,coauthor,79,0,coauthor:creative:86bb1cfe839c46058dfc0e4b96f13392,0,7ffd4295259717668cf65cb3773dd8665f5bff0e4f095f1d95416538d51e3175,f62f9dc866909b7d90514422b60b80047534f48d14b78a6fd9472e094b93e88a
080_coauthor_left_not_right_kna_t1,80,0,left_not_right,,1,2,65,5,313,2853046,coauthor,80,0,coauthor:creative:9a01bc361d3c4dd09d596c716c16f5a3,0,254d64fc71763e061509912037d352c292b874f01cc8622c748a4d898261234f,3e7260d381f043842c86ff9f94228db81cbd4c84c3791324c8c94c428006d27b
081_coauthor_left_not_right_kna_t2,81,1,left_not_right,,2,2,65,9,501,946748992,coauthor,81,0,coauthor:creative:75502f7ab83b42189c79a1972db22bb0,0,70653813433aacc9f3a44ca92cc01aeca8d1d92cc98109ba5ba30db5dce3385d,4febd53c154e781102d7ab3539d90b93be8df37532a8f86dff3829e0d990e213
082_coauthor_left_not_right_kna_t3,82,2,left_not_right,,3,2,65,12,689,671504066,coauthor,82,0,coauthor:creative:25ad6925dd65422989e3659250ac9bfd,0,4eb8678ae0255ca15f5273be0ce76e672dc8899cc10dbe1c90a1084c8f9e2b3f,8a5a42c410b458258778b75cefbb4e994d396c9203c4634c259ac9583a65ad93
083_coauthor_left_not_right_kna_t4,83,3,left_not_right,,4,2,65,15,877,1686856945,coauthor,83,0,coauthor:creative:dd87568fb11649f283279a507a1c2f11,0,ef3170467e90ac9af3d971652e07d5bd71c9f39160107adbd0fb66b727e9e893,5758ced9873cbb12d8c6bdfca7c75872306315e114ad1e31e728a5ab93119d57
084_coauthor_left_not_right_kna_t5,84,4,left_not_right,,5,2,65,18,1065,1387539645,coauthor,84,0,coauthor:creative:057b11be0cbb400ea2cfda2cf75292b2,0,5d98483f5af5ad486b6afe60e21c36e4cc269bc56bdb911939131d8ddaa482c4,11b858e799d35b734a73e998acea61c0a06a79df50b275472b715e8fd6ef2074
085_coauthor_left_not_right_kna_t6,85,5,left_not_right,,6,2,65,21,1253,1180168043,coauthor,85,0,coauthor:creative:a59321f59eeb459da6a427267afefb9b,0,09687b9e7ca7a9e1ae029ee957d23169f78bd25e6346262938c6021b271ffc20,3c53dd55be5d261234ec22d95d52744ba050cad1c0940d771eca3ae9c7e4ce31
086_coauthor_left_not_right_kna_t7,86,6,left_not_right,,7,2,65,24,1441,157855351,coauthor,86,0,coauthor:creative:b6acb37208be4f3e96965f989fd6f9fb,0,3ed303ff43dab5cc4581da8a6186dd29bc5aa9c4b2d6146c53dc626cc5f8ef36,a1b680664a790f7993d31a1d2d21870b003b0a6ab8dd249227a15def4615a508
087_coauthor_left_not_right_kna_t8,87,7,left_not_right,,8,2,65,27,1629,688321707,coauthor,87,0,coauthor:creative:b8ccae873da141edbbe0dd86d2eee55c,0,71edb046717bdc3a6fa81a3960638c32b52f0e5743bda626a825238a9b02370f,ff3a34efa1650e9bde63a54fdaed6934eca39309a2a664aaa6bebaf9e2b956b7
088_coauthor_left_not_right_kna_t9,88,8,left_not_right,,9,2,65,30,1817,1761446601,coauthor,88,0,coauthor:creative:242eb23d0a2a46a789be2b41a665873d,0,242188f5eee1ac20e5bde4f3c76346d255e5c0a67110b1a067e75a557c91162d,aa92c725dcff63c22d811e7412369ea67eadb763147bc11dd28371065808a432
089_coauthor_left_not_right_kna_t10,89,9,left_not_right,,10,2,65,33,2005,1939766575,coauthor,89,0,coauthor:creative:4db95dde4eec4612b04570858ad628bf,0,6430665cca41b0ea53f3c9030b1b1923108e876e64bb9c8d98d1eb31444e263c,57a7bc169efebf492a06b706f0235799222b4fd5a3eb71333a8bb5990d339dd4
090_coauthor_left_not_right_kna_t11,90,10,left_not_right,,11,2,65,36,2193,856296695,coauthor,90,0,coauthor:creative:bd4dc28d6e1b469bb4b96239b8fcfef9,0,8ca68676413553113c9e80c525862616c7cb048ba6511ecf1de31b2c60b8612f,4fe024b838fd994d1c65715ab6d8f090633801a3d62a6ce751a8d9c10bd65891
091_coauthor_left_not_right_kna_t12,91,11,left_not_right,,12,2,65,39,2381,181537588,coauthor,91,0,coauthor:creative:2cd0471292f14be5bf1ccb9b313e1903,0,9a9be7058a75ea6d8dbc35046a762a0e687fa89baf283aaa3215da310388e935,b0dd2ee0d29db274c96d4a19e062f65e614227e60b5cede8fe2dc306339ba64d
092_coauthor_left_not_right_kna_t13,92,12,left_not_right,,13,2,65,42,2569,1408831174,coauthor,92,0,coauthor:creative:4ae07eece3a740de9b77f65ae67a10ad,0,4c2a960a5dc5ee1cd0fd836258312d363fadc0245031e4e3aa2483c57b41e474,df31835e4f8ee13df6268385e67e151843f925994df03ed074758798728d2157
093_coauthor_left_not_right_kna_t14,93,13,left_not_right,,14,2,65,45,2757,67085581,coauthor,93,0,coauthor:creative:ec3d1c0f86a04f8eaea5df982cf79284,0,4463d52b855aaaa88bdc883d414197a203551908fd9d8619908678220f9e347f,f1343c2185bf4fc32f975c524d2e2e779ba9f4d97d50d6870ae9d9782a0d0363
094_coauthor_left_not_right_kna_t15,94,14,left_not_right,,15,2,65,48,2945,624182968,coauthor,94,0,coauthor:creative:b01c3090a9204cc2a74830b611722d53,0,ab6f380119bcf3b6bebe17fc4f9f76a4303211b59bce9282f5f6c121da0bac05,97d527d5b4798c5e6c3cd7b7f688f37a5f7214bf80900c33c3b1063c36da66d2
095_coauthor_left_not_right_kna_t16,95,15,left_not_right,,16,2,65,51,3133,301296286,coauthor,95,0,coauthor:creative:f6c2fa4230df43b9b9857e71b9d68a89,0,45cf74b0e8eebf6936d9f56b6f0cf1e148207250a7e69b901305720cdc5d5129,8fccf61e3f3ada4e9f74c084edc2b766da50200a26d29d5e4f13c040b8de1f5f
096_coauthor_sets_differ_kna_t1,96,0,sets_differ,,1,2,65,7,439,337701703,coauthor,96,0,coauthor:creative:c86ee4fe34954bd7b183d8a5068255da,0,24f0fed822b26e2dc23610ea8886d832050eea19aeb6e5f3ca7810da2cf84fc9,16165bc1ada6749dc184874fbfcbc2b73edd90764b989a8ae522389dff3105bd
097_coauthor_sets_differ_kna_t2,97,1,sets_differ,,2,2,65,12,690,315805698,coauthor,97,0,coauthor:creative:8024bf1914664591abe824dd583d2d2a,0,ed739d69923ddbd416a5ed0f61662705e72c078318f8ed9e964a7ffbc542db2c,77fb00dd755c1c74f0fd87ad370e3df865b22c9b32eb52b0769772cb7a6971c6
098_coauthor_sets_differ_kna_t3,98,2,sets_differ,,3,2,65,16,941,129158734,coauthor,98,0,coauthor:creative:bc176a916d344af496f7bdbf408db4e9,0,686338fc1f2a9bbeee1904d830c952259555eab925c12705f72e2406ab85a2dc,a807702710f6fa69aa5975998e4d77e9dede9534c3621915fd50867828f0ad4d
099_coauthor_sets_differ_kna_t4,99,3,sets_differ,,4,2,65,20,1192,1920720594,coauthor,99,0,coauthor:creative:e90a5ce2d98548a997fb8c3ab2213483,0,46efa15bbe95576969cd71c5dd7bda3c4dea8a0bd6a687c5792001b9439c0c7a,d4b27dcdc5c3980f9a06245deffcba6ba14d243bb56eb954e2e121e18e52809d
100_coauthor_sets_differ_kna_t5,100,4,sets_differ,,5,2,65,24,1443,852954765,coauthor,100,0,coauthor:creative:8b458eefa9304e608322239981e4ccd1,0,cbfe2ba49d147687ce694e41d2bc626d2f75b2b7f1c14b4fe60e12efcb977a1e,d580d436328b82dae84abaa20407de32858f1d7c11106e8691c00f87e96ecc8c
101_coauthor_sets_differ_kna_t6,101,5,sets_differ,,6,2,65,28,1694,525744930,coauthor,101,0,coauthor:creative:eecd784a495648f4a5b160beba42dd0b,0,90898174a5490f9b511a5cfd889c1c5ca9837248c6d8aba25d13e8f4ed9d3ec6,59df4c2d3049e9b3941c0f4e6736d7ed1c559c920398adff93c32c92f47cd2fb
102_coauthor_sets_differ_kna_t7,102,6,sets_differ,,7,2,65,32,1945,1563697706,coauthor,102,0,coauthor:creative:c2af9e5faf164318999484aaf8b04de2,0,55227ff22204a9c0cc3055720a4e575f66052b2a799b538701b395e6e56bdc0d,e761968050e810fff155cbe6a1bbc1f0ab2e186229ebad185d9f4661da8b2e0d
103_coauthor_sets_differ_kna_t8,103,7,sets_differ,,8,2,65,36,2196,468962890,coauthor,103,0,coauthor:creative:35399d7a3a994ff2a0425b156a33b2d7,0,6f3955564f3b993f1c198c26888b696f12b975bec69893eb3d5c82a64d570b33,8b71a0848e74160bc8a716c49b57ecf29348ecf958031ba74dadc6234caff332
104_coauthor_sets_differ_kna_t9,104,8,sets_differ,,9,2,65,40,2447,882890399,coauthor,104,0,coauthor:creative:85592766aa1940778f8f71cda90305e1,0,2b7d6dacad799b574bdc1b53d7bbf358a81b9d195e2bd3de2001863cdf74e91c,a3935d068db6d4b1f5e34097bfa92a22fbebfe52a62a5d917ba6ed47128a67d9
105_coauthor_sets_differ_kna_t10,105,9,sets_differ,,10,2,65,44,2698,245101698,coauthor,105,0,coauthor:creative:1e93ad6e64e4478886b3fc31bef6a960,0,acd5cde48b59e7132415d0cd81cdb0a0cd8c80a2d8e2e856aca45dfe205eb7b6,46aa520a19ddd204cb5454ac2f3257d683aa0993866786364461905d907b61c5
106_coauthor_both_sides_kna_t1,106,0,both_sides,,1,2,65,6,370,289879039,coauthor,106,0,coauthor:creative:04382674f44c40b592c703ae0f63c2ed,0,2ab93b49a388bae8a46fe1faa6db57e819aca96ab9b5ce4e582886c9d82113ea,157fb08f49ffcccfa0d78e2ab876aa699bc885a0951531ec0ee860b637269145
107_coauthor_both_sides_kna_t2,107,1,both_sides,,2,2,65,10,555,1428681236,coauthor,107,0,coauthor:creative:90e9b5945ef5420ea02c7e982df952c2,0,ece2e236137caa88997142932a8a2547b766bf4ccd9514d37c1bd24e59143c4e,f93f614897fff8c125ec9dfaeca0f66a3daa6966da45c7982abe0af49567a1f1
108_coauthor_both_sides_kna_t3,108,2,both_sides,,3,2,65,13,740,1960082510,coauthor,108,0,coauthor:creative:b6c87b8153ce4791a449f6b80a7f438e,0,934dc8bdabb5380ec07d97ad0199766babca9e747b608cda5a0ef263e1b74d32,11a38c8ffb15d37f5e17c7ec365f66b4b01713ee4842ef31c7b36a7d679bd2e3
109_coauthor_both_sides_kna_t4,109,3,both_sides,,4,2,65,16,925,1429010261,coauthor,109,0,coauthor:creative:a155fa8cfd624d278fb8f37cc32b0565,0,fee919d5bed5f5e0cf6af149c5b7d4cfd3d75291d405bc93dc1c9f173dc593bc,a119610a00c4e2b753e7cbc69aeebd21fea41305e920dc8a41d3b1d0aa587e31
110_coauthor_both_sides_kna_t5,110,4,both_sides,,5,2,65,19,1110,532248575,coauthor,110,0,coauthor:creative:b95bdefc91d94744b375b7bcabc19d5f,0,c1b237e0ff4259fcb5047fdcbeaedc636cc52ef2b3d2ffcf0396a45945f47683,a3df819f04ba269a38ac0062e53d39ac11cc62d5047826c58785e75613d09555
111_coauthor_both_sides_kna_t6,111,5,both_sides,,6,2,65,22,1295,515395025,coauthor,111,0,coauthor:creative:87c2c42b2a80400ebcedfacc68b767ef,0,8d56f721fe43e64cc6819c0007f1b172744d14ee72f2ce985904661bf3e5e83f,4a37ee03f157e46f18c21cbcf3ffc91ef1ddf89edcd36ebf3288a3dd4db63367
112_coauthor_both_sides_kna_t7,112,6,both_sides,,7,2,65,25,1480,1211769933,coauthor,112,0,coauthor:creative:335ffea5a1a8426badc75a2fa056a1a8,0,7d0061a14e2b6246dacb9d9e43979cc7302d4fcaeaf567cb0903367f5e99c542,b3c995504aea1b1d527671cc05f5bccf246b85323de87df3b6efaf1c0d7ca1d9
113_coauthor_both_sides_kna_t8,113,7,both_sides,,8,2,65,28,1665,1219233922,coauthor,113,0,coauthor:creative:e2ccab5b997f4aa19f39ffdb86be4151,0,9f1d981481caa6ac5cdde381e0e57fda2877335dfd2579c2dbf14005c9b94841,854a8f3d5ac236f90c34b03162da2a9080bc9a1483a3c156022d1b1252eaa8b1
114_coauthor_both_sides_kna_t9,114,8,both_sides,,9,2,65,31,1850,1428967917,coauthor,114,0,coauthor:creative:dda6cf6e80e74a32b62d03db6c25859c,0,0ba89b91701ed8a9b793015105854cc96179646685c3c2c34391c526c09356dc,1fbe1e67389810d5be3205216ddf215aa21e86fdd602870b6be06d866620cead
115_coauthor_both_sides_kna_t10,115,9,both_sides,,10,2,65,34,2035,510268999,coauthor,115,0,coauthor:creative:105bf88bb4bc42688e06a54644e2989b,0,d154380850e86c6b6da7203d33693dc9a496b6bcb20d30130f3113eea3498f66,b97a4af6125e754dc597d01af37d20a855c84e5f84df65c6e0877c4782d288f4
116_coauthor_both_sides_kna_t11,116,10,both_sides,,11,2,65,37,2220,1655916229,coauthor,116,0,coauthor:creative:128bac319cb14dadaaf5c30c3a8ac5cb,0,5d5a545620018b206ab870e2acd3e09eca83ecaca76a55c927e07455e092fc0a,22b14f670a8dc35933683ef996e14afd6e5396cf2c5325c8d9aa6854a7ba21c1
117_coauthor_both_sides_kna_t12,117,11,both_sides,,12,2,65,40,2405,2139205696,coauthor,117,0,coauthor:creative:25742b852b764843b15266008afdc15d,0,196d15b8fd56597e5b2a0c1449d340d32b010f5ab2a9f708ce0442d79759b89a,49993dfc320f6b9f37a77d149ea93ad5d79fe683fc0240331dddc7e1ae76e024
118_coauthor_both_sides_kna_t13,118,12,both_sides,,13,2,65,43,2590,1079804222,coauthor,118,0,coauthor:creative:50b12e356bc94c72bec03b35dea37fb2,0,5511bf616551cc56e48fd8cfcad6467c072e1cc3979b1cfe3e8f89ae1763a9b9,1cb3160668a628fbc7bde071ddccb51fed66ca17e86cdad7446e98172a42ce2a
119_coauthor_both_sides_kna_t14,119,13,both_sides,,14,2,65,46,2775,910980403,coauthor,119,0,coauthor:creative:d301787ad1c14454943032e70f5f46f0,0,8834c4a06e4bc223881e140268ff3c9e4b4b73af2d53de69b6acc5b789cf98d4,acef31ea969587cbe3c72aab838dd859c45a1b4245975ba691faa8e60f084dbb
120_coauthor_both_sides_kna_t15,120,14,both_sides,,15,2,65,49,2960,246964563,coauthor,120,0,coauthor:creative:d79796ab007244e8abb0ff2efda4a92a,0,bd37d391ed0f484447326c754fc335bf2130f92790d30845ed056f0791751a61,e904892551bbe4693d73706093b2e63e30f89d499a1ae0c32d42e1d5dc377ae7
121_coauthor_even_count_kna_t1,121,0,even_count,,1,2,65,4,313,1867362957,coauthor,121,0,coauthor:creative:93a0f456389043b787013a489df403ad,0,f9b57c03e3feae24f5187d04b7f6059999bc76e4f09931bb482c425c7564774c,a6e7f332521ac5e93eb0454700c5de28608a816dbfdceb04700eff336de785dd
122_coauthor_even_count_kna_t2,122,1,even_count,,2,2,65,8,501,326444460,coauthor,122,0,coauthor:creative:ddb30c809dfe47f8b0d0c10147b240b4,0,ba9ffe0e7ea13c617f035c6e0ecb1579cf96b3f417a098148af72d2a6018b33b,611c6d7e48ffdd3648d72f9d3eb61d34eae546ec1c0f6ba89e882f2a0d212b05
123_coauthor_even_count_kna_t3,123,2,even_count,,3,2,65,11,689,239016924,coauthor,123,0,coauthor:creative:6fd6bb19857c4f5d9d615b349fe6087b,0,07ebcf1339ffdce16ff015b984d432c2d8b3654dce270a809de50e272b2b8665,eb145bf9131304b3bc5dc1e0e841b2a5b29bb64ce5a6928e958e858e63362511
124_coauthor_even_count_kna_t4,124,3,even_count,,4,2,65,14,877,702502129,coauthor,124,0,coauthor:creative:23b4bbf06990474a9607178c5e4c95a9,0,92826318d83f8728df67de74977084a65b9d7a0c09ca79bf5615a676651d612a,82e7834b968d58c91cc2156a81ad817f79fd375ea3725a95a2d3f4bd7c162b2c
125_coauthor_even_count_kna_t5,125,4,even_count,,5,2,65,17,1065,1301129,coauthor,125,0,coauthor:creative:8ca7402df5f646c3adb963acabde457f,0,b8d03d07a8867b1bef89f399c2b9c27fa5301e3ac6461208f967f6500a846346,d1df43eb490c7c45ead08f868ebee7c95a8ab1fafab6e8d6e19912594dd5ee6f
126_coauthor_even_count_kna_t6,126,5,even_count,,6,2,65,20,1253,579586806,coauthor,126,0,coauthor:creative:301899b1e6be4d77b5995d94546a55ed,0,884298ded06e256d223f72f244328d036f8ffe35edf5079f5fc1e0a1eedc8850,280646172417d8396887a796eb929200750ee92b04d25e514697842f72ef1fba
127_coauthor_even_count_kna_t7,127,6,even_count,,7,2,65,23,1441,363403152,coauthor,127,0,coauthor:creative:f71e0e018a534c7f821ba507de61fb7d,0,7ce8cd79ef4c6843c1cbf9ec2550fa318d210ac37e868a092a30c17a320fcc6b,a11462c6df79821c97547876982b13a3813facaa09d04b78f54bcd5fedd84769
128_coauthor_even_count_kna_t8,128,7,even_count,,8,2,65,26,1629,1103757434,coauthor,128,0,coauthor:creative:8f4fb63ec8e94e269f5a41f93e948bc5,0,f4e91f050c52ec0e8e1c7e7bf2d1f9c1cb9d2bf9112e1653125c5a898fe89dd7,51de64294761ff37087c5e7f1b53103f6358421cb30c68846d98edc4366053b8
129_coauthor_even_count_kna_t9,129,8,even_count,,9,2,65,29,1817,594885269,coauthor,129,0,coauthor:creative:409ea6cd2f8347dbb41344d1243c7e17,0,64d067193bd1b4f9709aadd193a214d0ad8f444d48f5d3971dfdbf5e23153c0f,370c2c126eb665a8d5b8ee084bd8bbd965ce19f5aed77b391a81e22f2aad3679
130_coauthor_even_count_kna_t10,130,9,even_count,,10,2,65,32,2005,2137307263,coauthor,130,0,coauthor:creative:5e72eec1e0f54fe5a74cf7e82ec67017,0,e9bffd1a50bcb649be96dc60e53e69de53221f6b82045ac41f34548ba4e34a30,9f3066d00ae848398c3dadcd1b1c6479a4aa4ce39a1440769aa3bcc39e6a71aa
131_coauthor_even_count_kna_t11,131,10,even_count,,11,2,65,35,2193,1593263615,coauthor,131,0,coauthor:creative:780dc8712eb44ac2a05c14452f14973d,0,2a964b8c4a7bfb4dbbe958e0946fb045435b2ad841ba854419adca6b50cfb9f6,5e12e3078d3ef3d4ec84469e3c925a47ec60a5bd650fa64086a6f241be858b4e
132_coauthor_even_count_kna_t12,132,11,even_count,,12,2,65,38,2381,2057210865,coauthor,132,0,coauthor:creative:94517582b37d4ce6b9aeb4a0f9b7eed6,0,e6ffb7fd5d940e9d5f43ee25f9f3ba7f6a1e5798c123a5a5c2b3c17a94fe60a6,28104c01335f81350320341a165e60268ffd495528a09d39f1a718d4650e804f
133_coauthor_even_count_kna_t13,133,12,even_count,,13,2,65,41,2569,156765421,coauthor,133,0,coauthor:creative:401511d48acd418f8e4d199782611ccc,0,c37b744839b4b1f13064b7eafa9e7a6f0b1a275db02a8cb88fc5c115c455278c,620ce148a71309de94f3161b706b9c557b2fdc11e3579091e34057f451b8d12d
134_coauthor_even_count_kna_t14,134,13,even_count,,14,2,65,44,2757,1292118837,coauthor,134,0,coauthor:creative:fe7442150cf74ed99d61e116a8a5426b,0,815e14e89e409cf2e4134ecc8d55501d7c3738708b09c760fc40538441ed9986,f347790216512f4e8d634e4d00099b35ac8661d666ddaf234cbe63747806d33d
135_coauthor_even_count_kna_t15,135,14,even_count,,15,2,65,47,2945,1546368903,coauthor,135,0,coauthor:creative:3d7f50f368ad4acdb051a9a31c886c9e,0,c3a3dee21b5bad7a9b5a4994dae273ce9b0e541c2d529b91e8b249d174872d1a,bce156ece1d54a65a6da97cca2bee0cdf707b497783f597acee58069645667d5
136_coauthor_even_count_kna_t16,136,15,even_count,,16,2,65,50,3133,435582132,coauthor,136,0,coauthor:creative:4fc8392481a44f3aa59da642529b0a07,0,21a2ff74c795f8097255a48b05fa28b40029ca93e21985388d2f4d0cc23a18ee,9c8ff971e268298c577774cec944d342801dfd8cb4c32c4ba7428feeacd89122
137_coauthor_odd_count_kna_t1,137,0,odd_count,,1,2,65,3,254,388200673,coauthor,137,0,coauthor:creative:ec682476ef21423390873e912f6006ae,0,65f038e6f0077cc208c88920dc70a8fc1a8980fab51f5e18a8360c44ef1824f2,bda8ec72e7a53f4b8e0816e14bdaea11bee30a2331bd07f5f5e4bf246f3ded9e
138_coauthor_odd_count_kna_t2,138,1,odd_count,,2,2,65,6,381,1306585941,coauthor,138,0,coauthor:creative:0554d7947d9444bc96f9a9512f4ae989,0,18f8e53892bd571cab047bf2af63d4d5c8db89744343e31e4d9217cedfd70be2,d9b16dbbbfcd0c4d9e8aba1e083d9ce0bbfef00d873d06831e86a294b2a8ae91
139_coauthor_odd_count_kna_t3,139,2,odd_count,,3,2,65,8,508,575112232,coauthor,139,0,coauthor:creative:1a05d6f6ae524b638b5e3ea491d3fc4d,0,f0aa322bb200154a4972a76ff8b54079aadcb493d6a23a2b6f5873f8408533f4,f72356f00301d24de8c1107ead18f30e264658fe4f1f3c22d6a7b28a44bb5b2a
140_coauthor_odd_count_kna_t4,140,3,odd_count,,4,2,65,10,635,796825730,coauthor,140,0,coauthor:creative:4bdb5a30d17d40d7b160d942552c190b,0,26306fa383e41f70896eb68a0e4c608d758c038c4f3417e48d464684d43d1b7d,be362a3b14f2b8408a83a5b7227734bc88bd47659bb73106c517c40761d27b86
141_coauthor_odd_count_kna_t5,141,4,odd_count,,5,2,65,12,762,147041094,coauthor,141,0,coauthor:creative:93cd61b41e0f46dd8af1468977c91ef7,0,bb982c70e90f5d8215a8576130aa8c1904dd0be5edffd686fe9fef93a34e6807,52503b00e8422e1d87a9ee7ca192318b27a9cdc3f769c04e1b65d0bc9a7a0286
142_coauthor_odd_count_kna_t6,142,5,odd_count,,6,2,65,14,889,1773433094,coauthor,142,0,coauthor:creative:6cd01768d763429a9c65131ad293b2fe,0,556ca5b1005a307d188d4d4dc60a539d481a89f6ba0450aaa28608c060a0b588,8aa77f9a515562e9914e76cd463dc3bb2e0da03c0ff35553593a209c2bd574d7
143_coauthor_odd_count_kna_t7,143,6,odd_count,,7,2,65,16,1016,320437781,coauthor,143,0,coauthor:creative:ead266bd00fd4423be98ad8176af3a17,0,984cb331df7b483ecd3d93f40c63b3da852f440e405def140eaea4ee8b515105,eec0a702d650daaa9d06ab3191b94d2d16cb2354e322dad97545611810002987
144_coauthor_odd_count_kna_t8,144,7,odd_count,,8,2,65,18,1143,88263007,coauthor,144,0,coauthor:creative:3b6e7a4c9d65411f9342254120abcde7,0,95a17c85c04b43629daa4fb6f655bd5bd5a28a6a2b0c2a7e637c15b091a9096b,4d631bbeb3bf2c326873583dea9e219ec19a80468646ed4e623c1677b37903e8
145_coauthor_odd_count_kna_t9,145,8,odd_count,,9,2,65,20,1270,1632800241,coauthor,145,0,coauthor:creative:fc1a28ed73b6450c8a4b9fe3b6349257,0,06e6b8136cdef9807e2da95a000eea650c2857343838cfbe63469ee1106a44c7,8cb4049a6acc22270ab3eb1bb29330bb886080ce17371e8e59023f09f1ffa3bd
146_coauthor_odd_count_kna_t10,146,9,odd_count,,10,2,65,22,1397,540577242,coauthor,146,0,coauthor:creative:9ed6505663e3421ea07365fe634cbe82,0,453feb6a7400a3ff39fb4b2265575b41bc512040ac9055b91fe8f1be49ee7fd5,45b5ac04f16b024baf14a8bec531b5c98174c63096db10c802b5c829cb8709c1
147_coauthor_odd_count_kna_t11,147,10,odd_count,,11,2,65,24,1524,989827863,coauthor,147,0,coauthor:creative:02ef07c642254b088b72486ce41e010c,0,ec1ac44ef58f925127cb815d97cb7657c0de4c21943a3d169235800d702e4623,853f8a05c23f83a3bbcc50a2502650580b7c90718f445c3dc3fe6a4dc37b6085
148_coauthor_odd_count_kna_t12,148,11,odd_count,,12,2,65,26,1651,347190597,coauthor,148,0,coauthor:creative:484eba21615341fab99300bfe20873fb,0,1fc3b7ec8bd8e88c9e7bf04a0ab67263845e9e1fdf26dfb15d8aec20a26abbb3,d164cd37d69fbd412f81ff21f5203e19c44df11d5d061e6a1cb75996c5d4e38d
149_coauthor_odd_count_kna_t13,149,12,odd_count,,13,2,65,28,1778,1779859864,coauthor,149,0,coauthor:creative:f13ca6a2519e4ddcaf454f11968ed676,0,aba7e3f8b6503a0a658a0304ec1cc942e2414f31851648ade743926968fe5b72,5a9f19b8750297ad072c34a51b95a780c902b67936f61fb3d4898a24d65ed24c
000_coauthor_kth_last_k1_t1_rep1,150,0,kth_last,1,1,2,65,3,254,1768257434,coauthor,0,1,coauthor:creative:12b63e9bbb204e43a40cb95aa7a44b17,0,1747ea246cfadeb99ba82c22e4f28a3efb9bba3400523a0b14fac3c112e009b7,f7374c4ff36ce9637ad6a619ed7ddb63a05f3296fbc7a029d8d33c136f345efa
001_coauthor_kth_last_k3_t1_rep1,151,1,kth_last,3,1,2,65,5,370,957646284,coauthor,1,1,coauthor:creative:22fbbbae605c469f9ee3551b6030e421,0,18c056efa83e27f0cd4567e41c931f9233570d9597dfe11a374b56e1265c05b2,6ad13d888ebaf59923ec8c7e7b7ee1aecdc80888d0f7254b6732d64dcda106a4
002_coauthor_kth_last_k4_t1_rep1,152,2,kth_last,4,1,2,65,6,425,327601760,coauthor,2,1,coauthor:creative:0cb1f752dd254646830cf016f27b9f4f,0,86933f8dfa98dbc92522215a996f60e8f825b5b420ab86db3ca092658dfeb8f9,f5a31d8107d2c6531fb4218284785a114329ef1a14fd62c303c498d55514423c
003_coauthor_kth_last_k6_t1_rep1,153,3,kth_last,6,1,2,65,8,529,789147536,coauthor,3,1,coauthor:creative:89d3dfa041f54a32ba310a2b34a4055e,0,baa2b78359f3e32b65241640f4443bc3a5e64e4d357ffae749d0c1746470ad58,606d8cdf0970f30ec7c49b71faf780f26defe78d6165b7bd954f84de0f9f6d05
004_coauthor_kth_last_k7_t1_rep1,154,4,kth_last,7,1,2,65,9,578,1774086246,coauthor,4,1,coauthor:creative:a754ad9eecca4d13954cf36eeda823b5,0,0de4718dc1a60cc83a26e789626d5500e961f5ff5636290f16b0a5c4ff52cef8,66e092ca76e4ace3eb011baa88ab99979a0425049173be3f682d60b5c930592e
005_coauthor_kth_last_k9_t1_rep1,155,5,kth_last,9,1,2,65,11,670,2111689729,coauthor,5,1,coauthor:creative:f1e80762c105424fa21955d4520b182b,0,c9e8b7d4b3db74984c3faaedcdffb3f81acb5790bcbd3275c608626b3d00b056,87de4a28eb25c5ed2d400517f1c089bc693f425ea1eefa2549d92b070ef3d29e
006_coauthor_kth_last_k11_t1_rep1,156,6,kth_last,11,1,2,65,13,754,421805065,coauthor,6,1,coauthor:creative:8231b08c98d34682b96603ad677c4806,0,b68f0bdc8db3f8b63ce351cef04d3b4e3efc988aa00383fa051e5f854ca9ef5d,6ede9a2fb76a3a4defb24c6468589c4ace0a7790d305e7e2856286cd5a1a8f0d
007_coauthor_kth_last_k12_t1_rep1,157,7,kth_last,12,1,2,65,14,793,259537431,coauthor,7,1,coauthor:creative:0676be9886614881a7c2f933ef80337e,0,be13ad9e2190e0613d253a2ca9fd51eadc7eef51b8c1e68ae0d87ecde57efb9e,459ccadb0a286abc4095f7c6bdcc997685784f9d921491267a585b135c46f8a9
008_coauthor_kth_last_k14_t1_rep1,158,8,kth_last,14,1,2,65,16,865,1480172670,coauthor,8,1,coauthor:creative:ba1b42a591f4447596e99b6c0a5164b3,0,faa79157f3e51a9bca8fa378ad18047af9e60b144750939c5fcb17907358b66b,86a81e03cd07e32f60895e101162726d95af0c55ed1734f957b0a95aa601ab5e
009_coauthor_kth_last_k16_t1_rep1,159,9,kth_last,16,1,2,65,18,929,320842591,coauthor,9,1,coauthor:creative:223f27bcebb5496a850b7ce86d50e910,0,40d69c65bb962e51a4828442ebd3561bff5298e9b8e1cd7071e1987b7aa9bc2d,0f1c084afb0758f2484ecc7240b1fefe462cd13be112231d0c9c8fb6cbe43eb8
