job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256,status,failure_kind,timeout_s,precompute_timeout_s,generation_timeout_s,timed_out,timeout_phase,progress_phase,worker_subprocess_runtime_s,grammar_build_runtime_s,compile_runtime_s,xgrammar_precompute_runtime_s,setup_runtime_s,grammar_rule_count,grammar_edge_count,grammar_bytes,compiled_grammar_memory_bytes,model_vocab_size,initial_mask_audit,model_load_runtime_s,method,tokenizer_config_load_runtime_s,generation_runtime_s,prompt_token_count,generated_total_len,generated_token_ids,generated_text,valid_generation,peak_gpu_allocated_bytes,worker_total_runtime_s
142_coauthor_odd_count_kna_t6_rep1,292,5,odd_count,,6,2,64,14,875,103504639,coauthor,142,1,coauthor:creative:d2c71212ed1446a79b5d404def4239a9,0,6479d1c908918e49073a08933b0ec5b1f6a594ea0be36a2287d983a63b89417f,e1d6ae8cd132ae26da30fa114110bf9726c34c731f2cf9d174bf6b23f237f666,success,,256.0,256.0,256.0,False,,model_loaded,13.142720944990288,0.388380385003984,0.26772188900213223,0.6561022740061162,0.6561022740061162,760,6330,99437,76911647,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.9547349289932754,xgrammar,0.6459872619889211,2.2442226840066724,87,64,"[2523, 14714, 685, 303, 264, 78828, 8512, 2956, 11, 279, 2696, 314, 25044, 14170, 488, 1040, 264, 15706, 85111, 13, 561, 15554, 513, 85556, 11, 836, 11947, 264, 6696, 314, 8384, 430, 781, 10033, 279, 1534, 25794, 25, 279, 5333, 3105, 914, 1066, 2842, 28037, 26, 424, 20758, 10866, 279, 1546, 33448, 25044, 421, 30941, 678, 2407, 13, 5788, 279, 2936, 2512, 10814, 248046]","You wake up in a sterile hospital room, the hum of machinery surrounding you like a thousand whispers. The doctors are frantic, their faces a mask of terror as they explain the final twist: the drug didn't just stop aging; it hijacked the very cellular machinery that maintains your body. While the government called causes<|im_end|>",True,3796878336,7.271409887995105
143_coauthor_odd_count_kna_t7_rep1,293,6,odd_count,,7,2,64,16,1000,2137117886,coauthor,143,1,coauthor:creative:5c524b4889834145ad435d84415f457c,0,656ae9f3c23dd13b4db1c853977935f5734556428827b4fcd125ad161d69a4f9,ec482c32dda92bfcb4cb465034773723fcba098e31203aa9e6d7b49f95d9e729,success,,256.0,256.0,256.0,False,,model_loaded,13.03740248500253,0.36659454301116057,0.3230580109957373,0.6896525540068978,0.6896525540068978,886,8253,130016,110577549,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.9990964280004846,xgrammar,0.6500547559990082,2.1982775109936483,519,64,"[760, 6797, 17750, 264, 13633, 391, 18016, 2476, 888, 279, 32946, 11, 23414, 1248, 11, 25888, 3438, 33367, 3808, 264, 17865, 421, 995, 978, 43407, 2634, 4101, 314, 2199, 321, 311, 9423, 539, 23631, 13, 561, 3594, 58442, 314, 22561, 321, 47680, 23083, 11, 321, 1396, 2923, 6273, 1040, 11107, 383, 42741, 8720, 13, 2921, 3641, 557, 42371, 1056, 424, 1220, 381, 13660, 248046]","The sun hung a sickly orange disc over the horizon, casting long, jagged shadows across a landscape that had been scrubbed clean of life and redefined by radiation. The air tasted of copper and burnt ash, and every step felt like walking on unstable glass. My pack was heavier than it should be knowing<|im_end|>",True,3828485120,7.295703227995546
144_coauthor_odd_count_kna_t8_rep1,294,7,odd_count,,8,2,64,18,1125,2121816246,coauthor,144,1,coauthor:creative:87396211fee244ccbda4b0f4bcefc8e9,0,b6d2319965bac4120c31e7053662ea9bc29c4a5bb1c8ff8127eefeceab1dfa56,0877d492b5eaff608b8e9592739cb3f9d7f608835c55f9eb0e083ad82b8e2e9e,success,,256.0,256.0,256.0,False,,model_loaded,12.780063979007537,0.35677173400472384,0.3852597520017298,0.7420314860064536,0.7420314860064536,1012,10424,164529,152183878,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.815544986005989,xgrammar,0.6267037500074366,2.230947465999634,457,64,"[2523, 40465, 279, 3731, 440, 264, 14431, 7913, 11, 8008, 279, 7339, 524, 1066, 430, 3558, 11, 694, 430, 264, 6745, 60828, 314, 279, 855, 579, 53953, 13, 2985, 264, 3074, 11, 48603, 18238, 11, 488, 10972, 511, 1472, 279, 11702, 36620, 11, 11293, 264, 16689, 314, 73192, 321, 12145, 48260, 15828, 13, 26482, 11, 279, 25344, 9668, 279, 78902, 542, 54244, 4139, 248046]","You wield the ax with a surprising strength, feeling the wood not just as material, but as a physical manifestation of the man's greed. With a single, decisive swing, you cleave through the thick oak, sending a shower of sparks and splinters flying. Inside, the chains holding the crates shudder half<|im_end|>",True,3823097856,7.177827446997981
145_coauthor_odd_count_kna_t9_rep1,295,8,odd_count,,9,2,64,20,1250,763913707,coauthor,145,1,coauthor:creative:88daaed513824fbd9c77746eec7862d9,0,f17ed5028e1761a73da34df085042f5f0ca8d36f6ee867abf0d60b25b4496bfb,8dd119ffe88b0db282d37fb1b8a0acc4680691edb2adea84c9f61f15da44bea2,success,,256.0,256.0,256.0,False,,model_loaded,13.124612169995089,0.3718511580082122,0.4597865319956327,0.8316376900038449,0.8316376900038449,1138,12843,204093,202474634,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8659760070004268,xgrammar,0.6450865189981414,2.2685503120010253,251,64,"[64859, 895, 306, 579, 75543, 3482, 39888, 32517, 5964, 88519, 45297, 2785, 780, 4363, 13, 1216, 85059, 421, 1396, 975, 3046, 557, 264, 58170, 310, 21265, 579, 7652, 310, 2444, 279, 18546, 11, 321, 421, 279, 1814, 995, 3512, 2166, 21241, 364, 43438, 310, 2905, 303, 8649, 13, 5133, 19506, 11, 5214, 303, 264, 1528, 314, 63379, 49949, 2785, 279, 44141, 11, 28178, 248046]","Kincaid's charismatic yet terrifying rhetoric quickly silenced dissent within his cult. He preached that every other country was a testament to humanity's failure to control the atom, and that the world had become too corrupt for salvation to exist in peace. His followers, living in a state of perpetual siege within the ruins, sentenced<|im_end|>",True,3804834304,7.378391812992049
146_coauthor_odd_count_kna_t10_rep1,296,9,odd_count,,10,2,64,22,1375,1969588650,coauthor,146,1,coauthor:creative:b110df89e00549d39910dc176a617be7,0,1e49b1e3d5e3f2a085c4defa51b3a405c18a7821c22cf6cfaa0833e3ffc9347c,3ec2bd04da4f1c3eda7eb94221e30c132d648cce525b1c6bdd01d3148dc6f87b,success,,256.0,256.0,256.0,False,,model_loaded,13.497692503005965,0.37524707600823604,0.5213115570077207,0.8965586330159567,0.8965586330159567,1264,15510,247839,262193817,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",3.1339613829914015,xgrammar,0.6431104210059857,2.1943165580014465,187,64,"[2523, 2364, 303, 678, 45841, 10140, 11, 279, 6353, 3000, 16350, 1472, 279, 3136, 11, 694, 279, 4105, 383, 279, 2081, 500, 724, 1083, 678, 3838, 13, 1394, 1683, 883, 424, 364, 264, 4299, 11, 12463, 279, 30538, 477, 314, 279, 6331, 25, 264, 855, 852, 995, 8704, 310, 3512, 279, 1379, 7737, 855, 303, 279, 1814, 11, 14413, 632, 6154, 2922, 4965, 248046]","You sit in your recliner, the morning light streaming through the window, but the words on the page seep into your mind. You think about it for a moment, considering the absurdity of the situation: a man who had managed to become the most powerful man in the world, suddenly unmoored lines<|im_end|>",True,3799288320,7.657195991007029
147_coauthor_odd_count_kna_t11_rep1,297,10,odd_count,,11,2,64,24,1500,868847341,coauthor,147,1,coauthor:creative:b153dcf4dae74acb8ebc70ff937ecccf,0,9a60c6b43ce6ade72864d4ba05847153f93ff094b77a086afa73b5102488ae92,280451e36bce056835b6b10059b971941fabb3bafa6da0b001ab3f1e7cf23b10,success,,256.0,256.0,256.0,False,,model_loaded,13.308353499000077,0.3872536770068109,0.5967141229921253,0.9839677999989362,0.9839677999989362,1390,18425,295767,332085427,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",3.0645418080093805,xgrammar,0.6516467449982883,2.19644224899821,302,64,"[7691, 91142, 506, 1384, 11, 1024, 3838, 311, 19447, 430, 279, 8464, 314, 780, 13486, 32635, 1083, 1024, 13, 1216, 5532, 914, 1066, 264, 855, 303, 264, 7535, 26, 551, 557, 264, 15706, 10478, 314, 5387, 11, 660, 31349, 310, 1024, 3050, 11304, 11, 660, 8318, 364, 279, 4299, 310, 16821, 13, 561, 3594, 1881, 1070, 6273, 11702, 440, 632, 50014, 3712, 35556, 248046]","She stares at him, her mind reeling as the reality of his existence crashed into her. He wasn't just a man in a suit; he was a thousand versions of himself, all tuned to her specific frequency, all waiting for the moment to arrive. The air between them felt thick with unspoken history staring<|im_end|>",True,3809359872,7.69356704299571
148_coauthor_odd_count_kna_t12_rep1,298,11,odd_count,,12,2,64,26,1625,1654665861,coauthor,148,1,coauthor:creative:5370cd5a21e94475b4768b176e1014b2,0,9133af0026b6c1038ab14777cf4b664040d260241fd0886c8163234b83bb8d4d,f620a316e3d5c97e04023b8fda97abba14b51856bd7b6d388a32091b1c4c1da5,success,,256.0,256.0,256.0,False,,model_loaded,13.127983682992635,0.38423001600313,0.6798714000033215,1.0641014160064515,1.0641014160064515,1516,21588,347877,412893464,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8088177969912067,xgrammar,0.6355846810038202,2.2112362850020872,149,64,"[2523, 2364, 1441, 11, 279, 20513, 314, 678, 4147, 50428, 12215, 539, 279, 3238, 2696, 314, 264, 3177, 2944, 6747, 494, 279, 53820, 7988, 13, 561, 7497, 383, 279, 975, 809, 369, 40149, 391, 11, 73248, 314, 279, 41928, 32517, 421, 4364, 678, 30716, 11, 3482, 1962, 32029, 2752, 62168, 13, 328, 40, 3105, 914, 599, 264, 5823, 310, 2963, 440, 488, 5354, 248046]","You sit down, the silence of your empty chambers replaced by the low hum of a city far removed from the Oval Office. The voice on the other end is gravelly, devoid of the polished rhetoric that defined your presidency, yet undeniably commanding. ""I didn't have a chance to talk with you ready<|im_end|>",True,3797643776,7.47800245101098
149_coauthor_odd_count_kna_t13_rep1,299,12,odd_count,,13,2,64,28,1750,1171247615,coauthor,149,1,coauthor:creative:773aa615d24d4471911f2e43e9081f71,0,b7b9c174090879b1fd716e125c86d09aea21aac282977ae5482471b9c5e3c3b6,8a5fc92255e04ddb4e39514a2f593097c755137d42752688d7f80cac779b245e,success,,256.0,256.0,256.0,False,,model_loaded,13.331169828001293,0.38309767699684016,0.760174144001212,1.1432718209980521,1.1432718209980521,1642,24999,404169,505361928,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.844507303991122,xgrammar,0.6504886199982138,2.2491978149919305,405,64,"[1, 31248, 1288, 353, 19386, 11, 4483, 264, 5365, 11155, 13, 328, 3710, 6681, 369, 383, 421, 12552, 30, 2091, 424, 264, 6038, 2255, 11, 466, 369, 424, 2414, 777, 7285, 271, 760, 7497, 383, 279, 975, 809, 14195, 18717, 321, 6376, 11, 8552, 279, 30538, 477, 314, 279, 6331, 13, 328, 2064, 579, 264, 4706, 12124, 1288, 80426, 10921, 11, 780, 491, 248046]","""Okay,"" I replied, taking a deep breath. ""What exactly is on that island? Is it a secret base, or is it something more?""

The voice on the other end remained calm and professional, despite the absurdity of the situation. ""It's a training facility,"" JFK explained, his new<|im_end|>",True,3818492416,7.64383377500053
000_coauthor_kth_last_k1_t1_rep2,300,0,kth_last,1,1,2,64,3,250,1093971734,coauthor,0,2,coauthor:creative:d4d4847e461c42888c2357e8d8f268b3,0,0eee349118aa2ef920aa48ffb1e0b7975cd9fc6e979aff55b598efd31db120d5,32642e35b5cdb22d25c4ccb94c1253515a95d2062b9829a51791e50cd7542667,success,,256.0,256.0,256.0,False,,model_loaded,12.259375929003,0.3435449719981989,0.023280595007236116,0.366825567005435,0.366825567005435,130,312,5213,944740,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.9200302100070985,xgrammar,0.642972497997107,2.189239268001984,261,64,"[760, 55740, 24129, 4142, 11, 1990, 311, 19447, 494, 279, 11745, 579, 31127, 55452, 11, 1374, 78157, 6470, 310, 6365, 3658, 279, 41260, 13, 561, 855, 15711, 310, 59601, 4184, 6725, 328, 38496, 69794, 1, 1518, 47629, 11, 19787, 551, 995, 4284, 1384, 310, 264, 328, 24336, 12124, 1, 310, 11394, 264, 21635, 328, 29805, 55235, 1, 421, 551, 995, 73916, 10503, 16311, 248046]","The Beverly Hills police, still reeling from the actor's bizarre confession, frantically tried to piece together the clues. The man admitted to kidnapping someone named ""Matt Damon"" before fleeing, claiming he had taken him to a ""secure facility"" to recover a stolen ""National Treasure"" that he had mistakenly identified newspaper<|im_end|>",True,3806145536,6.883660133986268
001_coauthor_kth_last_k3_t1_rep2,301,1,kth_last,3,1,2,64,5,364,1297718358,coauthor,1,2,coauthor:creative:229fee620c9e41f3bf737ffa9217b3d3,0,4f8184aa2f6ae0f92f642bc69843b6d0a598227ee5bd1ffd081b954dd02030bc,6e71a6b3de1694c5fb93c7b02369201baccee571f0d40a9431c9437b9e3bddfd,success,,256.0,256.0,256.0,False,,model_loaded,12.816701395990094,0.3366587259952212,0.05659179500071332,0.3932505209959345,0.3932505209959345,248,668,11575,4302259,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",3.2040620510088047,xgrammar,0.6333736480009975,2.1877767230034806,199,64,"[760, 3980, 2496, 9149, 9202, 26, 424, 4777, 26990, 1083, 264, 10458, 314, 50545, 1703, 13, 561, 57115, 14426, 11, 1381, 10723, 310, 76141, 11, 2483, 6570, 24199, 11, 69951, 11, 321, 13861, 19150, 421, 3611, 19451, 7448, 914, 3300, 13, 353, 1669, 6818, 29592, 303, 264, 11012, 11, 17024, 3626, 303, 279, 5956, 314, 26241, 11, 22152, 539, 264, 92955, 20513, 421, 248046]","The war never truly ended; it simply evolved into a cycle of caretaking. The immortal soldiers, now reduced to toddlers, required constant feeding, bathing, and emotional stability that human minds couldn't provide. I found myself trapped in a quiet, gray house in the middle of nowhere, surrounded by a eerie silence that<|im_end|>",True,3800755200,7.176601486993604
002_coauthor_kth_last_k4_t1_rep2,302,2,kth_last,4,1,2,64,6,418,1634466675,coauthor,2,2,coauthor:creative:a8cf086c79104dedaf0894b6ae96411f,0,46e4fd9dcb574201ab9417a1f5af26a83c703c344bc4f08d6b20b0dd91ef6ef6,fc668b2238f2d2068bd1d69f68d521903f8d33703b4109d1d05125eb5365a533,success,,256.0,256.0,256.0,False,,model_loaded,12.582132480005384,0.33937117700406816,0.0733598419901682,0.41273101899423636,0.41273101899423636,304,837,14600,6715423,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.9831424909934867,xgrammar,0.6351828580081929,2.1855775829899358,281,64,"[760, 1852, 9956, 369, 1332, 279, 2693, 628, 1432, 7176, 13, 561, 2693, 38587, 279, 3575, 310, 1432, 13, 561, 3575, 369, 1179, 8826, 303, 3929, 314, 279, 2693, 13, 561, 3202, 314, 47678, 383, 279, 3575, 668, 2353, 279, 3202, 314, 47678, 383, 799, 314, 279, 2450, 45720, 383, 279, 4331, 13, 561, 2693, 1902, 3166, 310, 421, 6365, 314, 4128, 383, 248046]",The action phase is where the player can play cards. The player chooses the card to play. The card is then placed in front of the player. The amount of Mana on the card will match the amount of Mana on one of the source wells on the board. The player must move to that piece of land on<|im_end|>,True,3807714816,6.998825040995143
003_coauthor_kth_last_k6_t1_rep2,303,3,kth_last,6,1,2,64,8,520,784852011,coauthor,3,2,coauthor:creative:d7e61761eda64607b4b1232dcc09bddc,0,ed470bd4071f09aaedb650e1e12eed4f9e91c6134bbce3641c28ec8ffb549b41,619bad436f5b0db9a5c82f4e1bb75a1999778cc5924b3efae3c67c75746337b5,success,,256.0,256.0,256.0,False,,model_loaded,12.703596702005598,0.33572867600014433,0.10574659399571829,0.4414752699958626,0.4414752699958626,410,1157,20338,12729820,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",3.0366551710030762,xgrammar,0.6349966080015292,2.222965879002004,496,64,"[47, 499, 25710, 1017, 364, 264, 1248, 854, 11, 279, 20513, 1881, 1070, 8545, 440, 632, 50014, 4105, 13, 1216, 5686, 506, 1024, 440, 264, 20340, 314, 70830, 321, 3769, 11, 13660, 421, 413, 551, 14995, 14164, 11, 551, 668, 8779, 1024, 15222, 13, 1368, 551, 10426, 279, 7793, 11, 1292, 2493, 381, 7795, 2166, 11, 29592, 14697, 321, 14697, 303, 279, 18352, 248046]","Poc stays there for a long time, the silence between them heavy with unspoken words. He looks at her with a mixture of desperation and hope, knowing that if he lies anymore, he will lose her forever. If he tells the truth, she might be gone too, trapped chest and chest in the memories<|im_end|>",True,3826153472,7.072834225997212
004_coauthor_kth_last_k7_t1_rep2,304,4,kth_last,7,1,2,64,9,568,1713130417,coauthor,4,2,coauthor:creative:3461ee41df7f4f5fa584f5ae04b3ba6f,0,d47c36e070c430831e5194603664167130f91baae147f799177890e764e4411b,a39c495de9140ed275ea6a8c941329b7ae01034e8232155d2fa96dd398b57ef4,success,,256.0,256.0,256.0,False,,model_loaded,13.3546436829929,0.3534151070052758,0.12046221700438764,0.4738773240096634,0.4738773240096634,460,1308,23051,16224733,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8885760459961602,xgrammar,0.6430233379942365,2.2525458610034548,190,64,"[760, 1637, 852, 10782, 411, 81817, 557, 264, 3777, 855, 6725, 40134, 11, 264, 7914, 440, 264, 38896, 421, 9047, 310, 7974, 50786, 1056, 279, 37502, 314, 866, 975, 2450, 551, 995, 23191, 13, 5788, 780, 24236, 303, 279, 4092, 314, 874, 1395, 12414, 998, 67356, 310, 264, 1814, 35463, 314, 1141, 2199, 77291, 11, 40134, 35261, 314, 264, 854, 948, 279, 15039, 248046]","The person who discovered this tome was a young man named Isaac, a boy with a curiosity that seemed to burn brighter than the flames of any other source he had touched. While his peers in the age of no-magic were adapting to a world stripped of its life-force, Isaac tales of a time when the universe<|im_end|>",True,3799522816,7.050116312006139
005_coauthor_kth_last_k9_t1_rep2,305,5,kth_last,9,1,2,64,11,658,2093612459,coauthor,5,2,coauthor:creative:240b61c1abc24288a19f6faa9909e719,0,311d91d6d52ed5a047dd72c2d71dce7d7672308698be1562e922af87cb25ba73,a1342b436e4d2edf6d60ed6f702579978eae9bfb7c163662f46de319a659d418,success,,256.0,256.0,256.0,False,,model_loaded,12.88195092199021,0.35811658499005716,0.15004187199519947,0.5081584569852566,0.5081584569852566,554,1592,28385,23939128,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8220461690070806,xgrammar,0.6311557959998026,2.2758895750012016,153,64,"[760, 35164, 7491, 30293, 440, 264, 35091, 421, 9047, 310, 12443, 440, 279, 50240, 8541, 367, 314, 836, 21959, 11, 264, 50355, 314, 10213, 11, 36283, 4499, 421, 41706, 5657, 279, 13437, 27871, 781, 995, 2957, 36229, 13, 1049, 557, 524, 264, 9982, 11, 6130, 264, 12477, 11, 694, 264, 42936, 27090, 85317, 1575, 23562, 5028, 539, 11391, 314, 1578, 314, 52862, 14931, 248046]","The orb pulsed with a rhythm that seemed to sync with the chaotic thrum of their hearts, a heartbeat of pure, concentrated potential that rivaled the ancient gods they had once feared. It was not a weapon, nor a spell, but a reservoir—a dormant well stepped upon by millions of years of cosmic evolution<|im_end|>",True,3797692928,7.025605442991946
006_coauthor_kth_last_k11_t1_rep2,306,6,kth_last,11,1,2,64,13,740,1012588212,coauthor,6,2,coauthor:creative:2b34c5a6b1bd4256980b6a3e8ed3d196,0,c1276a1a9db38f65987947df5a49630385b7f3412aba4906556d2b7318566cdb,5c17debc5b6a315d12181949c15c54fce9c3ab905a753d0af1fedd4d279ac585,success,,256.0,256.0,256.0,False,,model_loaded,12.315858645000844,0.3392929679976078,0.17985480699280743,0.5191477749904152,0.5191477749904152,640,1852,33495,32308375,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.814872025002842,xgrammar,0.6307458889932605,2.241122727995389,232,64,"[1465, 14936, 1024, 494, 264, 5821, 430, 1292, 14428, 3023, 11, 1024, 1375, 29557, 3032, 18176, 680, 364, 279, 32833, 579, 6560, 13, 1049, 557, 264, 4145, 29172, 11, 8526, 310, 13813, 279, 22770, 11, 694, 310, 279, 542, 75265, 36452, 11, 424, 557, 279, 1328, 13, 2985, 264, 15133, 25794, 314, 36616, 321, 264, 10725, 1176, 18514, 11, 551, 557, 7795, 303, 248046]","He watched her from a distance as she walked away, her hand instinctively reaching out for the stranger's arm. It was a simple gesture, meant to ease the tension, but to the shapeshifter, it was the key. With a fluid twist of discard and a rapid regrowth, he was gone in<|im_end|>",True,3803342848,6.984486928005936
007_coauthor_kth_last_k12_t1_rep2,307,7,kth_last,12,1,2,64,14,778,758370561,coauthor,7,2,coauthor:creative:95a0ce79d7ed4a77a0981c522b3deda7,0,f67a64f1b3ad8b78babf01f85cb30a877da70f367741b390cfe2c3ea05484f5b,d86c64bc1a8325a1bef8faa63fdf7ae3d8dee20426e839094c62b682cc5ff647,success,,256.0,256.0,256.0,False,,model_loaded,12.312926705999416,0.34730362200934906,0.19277126299857628,0.5400748850079253,0.5400748850079253,680,1973,35876,36629323,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.856076560987276,xgrammar,0.6450522669911152,2.237923798005795,87,64,"[760, 3516, 4042, 21314, 494, 1141, 29310, 375, 12098, 440, 264, 26281, 5357, 314, 65007, 321, 264, 5365, 7559, 639, 63901, 421, 1000, 6762, 1141, 6988, 4687, 364, 10476, 13, 1577, 279, 22461, 4843, 37119, 290, 11, 279, 1814, 995, 76397, 3055, 40454, 4965, 11, 321, 279, 2201, 1669, 4924, 57394, 3049, 275, 7638, 1881, 264, 31442, 18802, 39394, 321, 264, 83123, 3521, 248046]","The United States emerged from its isolationist shadow with a profound sense of betrayal and a deep-seated skepticism that would define its foreign policy for decades. As the Cold War dawned, the world had fractured along ideological lines, and the US found itself navigating authoritatively between a hostile Soviet bloc and a fragmented global<|im_end|>",True,3796878336,7.058523779007373
008_coauthor_kth_last_k14_t1_rep2,308,8,kth_last,14,1,2,64,16,848,1158982087,coauthor,8,2,coauthor:creative:46be40f9d65c4a8f8d924ac992f81376,0,b94f3be622d32a19d4648444fba7836612c319eae1937c8cad6162ad447cc4f5,3e8dc9ca6f0d36f8556e4212906fe765105833ea19ecc66220b9cf984ea9186c,success,,256.0,256.0,256.0,False,,model_loaded,13.936794184992323,0.3569362470007036,0.21479789201111998,0.5717341390118236,0.5717341390118236,754,2197,40290,45342808,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.872769970999798,xgrammar,0.6454988339974079,2.2270028820057632,100,64,"[30277, 998, 11293, 264, 37677, 364, 36958, 1288, 279, 2505, 83604, 11, 9668, 685, 264, 5436, 314, 61880, 83616, 13, 328, 760, 23252, 1018, 11, 359, 1596, 628, 914, 1042, 279, 7035, 36007, 279, 2384, 11, 694, 413, 488, 1318, 310, 4565, 303, 279, 1844, 2250, 11, 488, 1902, 51777, 1396, 7043, 6353, 321, 1301, 264, 2236, 383, 13861, 10903, 28197, 271, 760, 248046]","""They were sending a plea for mercy,"" the intern muttered, holding up a stack of stamped envelopes. ""The judges said, 'We can't let the pressure ruin the fun, but if you want to stay in the top three, you must seminar every Sunday morning and read a book on emotional intelligence.'""

The<|im_end|>",True,3797038080,7.167082232001121
009_coauthor_kth_last_k16_t1_rep2,309,9,kth_last,16,1,2,64,18,910,1132233823,coauthor,9,2,coauthor:creative:2b373ca5921e4e2c8114e20114f04de8,0,e8255964e2ec70c2df0889693cadb2ef058465014e0b2028f0d4df2219510f4f,a740f98e72ca877b0d73d8f4b1efb54f21c33063faf86ede8083da62c964555a,success,,256.0,256.0,256.0,False,,model_loaded,13.458488321994082,0.34730606999073643,0.23763778399734292,0.5849438539880794,0.5849438539880794,820,2397,44240,53906905,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.8406194480048725,xgrammar,0.6410482729988871,2.2546578559995396,218,64,"[760, 16078, 303, 279, 32090, 557, 11702, 440, 264, 14457, 11, 20413, 22770, 421, 5532, 914, 1017, 1518, 353, 8209, 13, 1577, 279, 1118, 4034, 27425, 11983, 310, 2199, 11, 8755, 264, 15822, 15686, 1172, 264, 89428, 12515, 11, 353, 6273, 264, 14457, 23190, 5102, 440, 279, 11385, 382, 314, 279, 292, 36388, 13, 353, 995, 978, 748, 10419, 383, 821, 1765, 36049, 248046]","The atmosphere in the cinema was thick with a strange, silent tension that wasn't there before I died. As the first screen flickered to life, showing a mountain peak under a twilight sky, I felt a strange kinship with the bearers of the boulder. I had been so focused on my own grief<|im_end|>",True,3802246656,7.0617777519946685
010_coauthor_kth_last_k17_t1_rep2,310,10,kth_last,17,1,2,64,19,938,1166507504,coauthor,10,2,coauthor:creative:af65522335f442adb473691320ba5f09,0,dc97d8482ece434c3d8f61214ffb2c1fdc6631b6087eb1700ec75d30334c4d1e,869bcf95cae1bbc09666ac2ad69d909928d468d91a7b8da1ced891c20525ed31,success,,256.0,256.0,256.0,False,,model_loaded,13.428270004995284,0.3458056480012601,0.24515895200602245,0.5909646000072826,0.5909646000072826,850,2488,46041,58048588,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248046], ""unexpected_allowed"": []}",2.821435896999901,xgrammar,0.6415780420065857,2.2181365639989963,291,64,"[760, 16078, 303, 279, 46446, 13592, 557, 11702, 440, 22770, 11, 264, 35916, 12503, 310, 279, 50240, 4649, 314, 279, 6236, 1066, 264, 2342, 2756, 4711, 13, 561, 34606, 22409, 11, 852, 995, 978, 20413, 321, 22687, 6600, 279, 4307, 3669, 11, 5326, 14009, 836, 21079, 5138, 29337, 13, 357, 7410, 11, 264, 855, 440, 264, 55618, 3460, 321, 6213, 421, 9047, 310, 248046]","The atmosphere in the negotiation hall was thick with tension, a stark contrast to the chaotic energy of the meeting just a few days prior. The Coalition representatives, who had been silent and composed throughout the entire session, finally broke their collective internal unity. A leader, a man with a stern face and eyes that seemed to<|im_end|>",True,3808498688,7.07610226298857
